id,"airport_id","ident_a","ident_b",length,width,threshold_a,threshold_b,heading_a,heading_b,lat_a,lon_a,lat_b,lon_b
18884,"KC15","09","27",5000,75,NULL,NULL,90,270,40.488100,-89.684900,40.488300,-89.666900
18885,"KC16","09","27",4001,55,NULL,NULL,89,269,40.145000,-88.207500,40.145100,-88.193200
18886,"KC16","18","36",3654,140,NULL,350,179,359,40.152400,-88.196500,40.142400,-88.196300
18887,"KC17","17","35",3775,100,260,100,174,354,42.034900,-91.529900,42.024600,-91.528400
18888,"KC20","03","21",1944,115,613,550,28,208,41.951800,-86.371400,41.956500,-86.368100
18889,"KC20","13","31",4161,75,NULL,1140,131,311,41.953400,-86.372800,41.945900,-86.361300
18890,"KC22","09","27",3401,80,NULL,NULL,89,269,34.159800,-85.640700,34.159900,-85.629500
18891,"KC24","07","25",6880,60,188,NULL,81,261,37.819700,-106.943000,37.821900,-106.919000
18892,"KC27","18","36",3465,50,NULL,305,180,360,42.498300,-91.498500,42.488800,-91.498500
18893,"KC29","01","19",2000,120,NULL,NULL,8,188,43.112200,-89.528600,43.117600,-89.527600
18894,"KC29","10","28",4000,100,NULL,NULL,100,280,43.114900,-89.540600,43.113000,-89.525900
18895,"KC29","12","30",2927,38,NULL,170,122,302,43.116300,-89.535700,43.112100,-89.526300
18896,"KC29","18","36",2195,110,NULL,NULL,180,360,43.118200,-89.530300,43.112200,-89.530400
18897,"KC35","07","25",2510,50,230,300,69,249,43.524800,-89.987600,43.527300,-89.978700
18898,"KC35","18","36",4840,75,440,300,181,1,43.531800,-89.982200,43.518500,-89.982400
18899,"KC47","04","22",2560,40,60,NULL,43,223,43.557300,-89.485800,43.562400,-89.479200
18900,"KC47","17","35",3775,60,103,262,178,358,43.565800,-89.483400,43.555400,-89.482800
18901,"KC62","10","28",4400,75,NULL,NULL,92,272,41.472900,-85.268800,41.472500,-85.252800
18902,"KC65","10","28",4400,60,NULL,300,96,276,41.365700,-86.308200,41.364500,-86.292300
18903,"KC71","17","35",3127,60,NULL,NULL,170,350,31.300200,-91.053700,31.291800,-91.052000
18904,"KC73","08","26",3899,75,NULL,NULL,80,260,41.832500,-89.454500,41.834300,-89.440400
18905,"KC73","12","30",2803,75,NULL,NULL,121,301,41.836100,-89.448900,41.832100,-89.440100
18906,"KC74","11","29",3000,50,NULL,600,118,298,42.706100,-90.969500,42.702200,-90.959600
18907,"KC75","13","31",3200,75,NULL,NULL,128,308,41.021800,-89.391600,41.016400,-89.382500
18908,"KC75","18","36",2200,50,NULL,NULL,181,1,41.022600,-89.385500,41.016600,-89.385700
18909,"KC77","09","27",2709,200,NULL,NULL,90,270,42.323700,-88.841900,42.323700,-88.831900
18910,"KC77","12","30",3773,50,500,NULL,123,303,42.324000,-88.842600,42.318500,-88.830900
18911,"KC77","17","35",2467,150,340,NULL,176,356,42.327700,-88.835300,42.321000,-88.834700
18912,"KC80","01","19",2500,60,NULL,NULL,24,204,36.159300,-120.300000,36.165500,-120.297000
18913,"KC80","12","30",5000,100,NULL,NULL,135,315,36.168000,-120.300000,36.158300,-120.288000
18914,"KC81","06","24",3573,40,NULL,301,58,238,42.322500,-88.079700,42.327700,-88.068500
18915,"KC81","09","27",3270,40,NULL,NULL,90,270,42.324000,-88.080100,42.324000,-88.068000
18916,"KC83","05","23",3000,75,NULL,NULL,63,243,37.822300,-121.630000,37.826000,-121.621000
18917,"KC83","12","30",4500,100,NULL,NULL,135,315,37.835700,-121.632000,37.826900,-121.621000
18918,"KC91","04","22",2200,100,NULL,NULL,40,220,41.989000,-86.125500,41.993700,-86.120300
18919,"KC91","09","27",4700,100,NULL,NULL,90,270,41.993700,-86.139100,41.993700,-86.121800
18920,"KCAD","07","25",5000,100,NULL,NULL,66,246,44.272900,-85.430800,44.278400,-85.413400
18921,"KCAD","18","36",2005,150,NULL,NULL,179,359,44.277400,-85.411000,44.271900,-85.411000
18922,"KCAE","05","23",8001,150,NULL,1000,45,225,33.928500,-81.124000,33.944200,-81.105400
18923,"KCAE","11","29",8601,150,NULL,NULL,105,285,33.944100,-81.137800,33.938200,-81.110300
18924,"KCAG","07","25",5600,100,NULL,NULL,83,263,40.494300,-107.532000,40.496200,-107.512000
18925,"KCAK","01","19",7601,150,NULL,599,2,182,40.907200,-81.441400,40.928000,-81.440200
18926,"KCAK","05","23",7597,150,NULL,NULL,47,227,40.907500,-81.453700,40.921600,-81.433500
18927,"KCAK","14","32",5599,150,NULL,NULL,137,317,40.921000,-81.449800,40.909700,-81.436100
18928,"KCAO","02","20",6300,75,NULL,NULL,30,210,36.438800,-103.158000,36.453700,-103.147000
18929,"KCAO","12","30",4100,60,NULL,NULL,130,310,36.449600,-103.151000,36.442400,-103.141000
18930,"KCAR","01","19",4003,100,NULL,NULL,347,167,46.868200,-68.014900,46.878900,-68.018500
18931,"KCAR","11","29",3017,75,NULL,NULL,86,266,46.868800,-68.026200,46.869200,-68.014100
18932,"KCAV","08","26",1380,110,NULL,NULL,90,270,42.744400,-93.760100,42.744400,-93.754900
18933,"KCAV","14","32",3515,60,NULL,NULL,146,326,42.744500,-93.762800,42.736600,-93.755400
18934,"KCBE","05","23",5048,150,NULL,NULL,39,219,39.611100,-78.764800,39.621800,-78.753500
18935,"KCBE","11","29",2442,150,NULL,NULL,97,277,39.613700,-78.768800,39.612900,-78.760200
18936,"KCBF","14","32",4100,75,NULL,NULL,141,321,41.263500,-95.765300,41.254800,-95.755900
18937,"KCBF","18","36",4000,100,NULL,600,182,2,41.268600,-95.757400,41.257600,-95.757800
18938,"KCBG","16","34",4000,75,NULL,NULL,163,343,45.562700,-93.266500,45.552300,-93.261800
18939,"KCBK","04","22",2600,80,NULL,NULL,46,226,39.425400,-101.048000,39.430400,-101.041000
18940,"KCBK","12","30",2660,90,NULL,NULL,136,316,39.428000,-101.048000,39.422900,-101.041000
18941,"KCBK","17","35",5109,75,NULL,NULL,180,360,39.435300,-101.048000,39.421200,-101.048000
18942,"KCBM","13C","31C",12000,300,NULL,NULL,134,314,33.655400,-88.460900,33.632500,-88.432500
18943,"KCBM","13L","31R",8000,150,NULL,NULL,135,315,33.655400,-88.451400,33.639800,-88.432500
18944,"KCBM","13R","31L",6300,175,NULL,NULL,134,314,33.650700,-88.459800,33.639000,-88.445300
18945,"KCC","N","S",5000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18946,"KCCA","13","31",4012,50,NULL,NULL,132,312,35.601500,-92.456600,35.594100,-92.446600
18947,"KCCB","06","24",3864,75,106,158,69,249,34.109700,-117.693000,34.113500,-117.681000
18948,"KCCO","14","32",5500,100,NULL,NULL,140,320,33.317300,-84.775600,33.305800,-84.763900
18949,"KCCR","01L","19R",5001,150,600,601,24,204,37.982000,-122.061000,37.994500,-122.054000
18950,"KCCR","01R","19L",2770,75,NULL,NULL,24,204,37.983900,-122.058000,37.990900,-122.055000
18951,"KCCR","14L","32R",4602,150,900,350,154,334,37.996500,-122.059000,37.985200,-122.052000
18952,"KCCR","14R","32L",2799,75,NULL,NULL,154,334,37.995900,-122.060000,37.989000,-122.056000
18953,"KCCY","04","22",2536,160,NULL,NULL,45,225,43.069300,-92.612200,43.074200,-92.605500
18954,"KCCY","12","30",4001,75,NULL,NULL,125,305,43.077100,-92.617600,43.070700,-92.605400
18955,"KCCY","17","35",1780,170,NULL,NULL,180,360,43.073200,-92.612100,43.068600,-92.612100
18956,"KCDA","02","20",3300,60,NULL,NULL,8,188,44.564600,-72.019400,44.573500,-72.017500
18957,"KCDC","02","20",8653,150,NULL,NULL,34,214,37.690600,-113.108000,37.710200,-113.091000
18958,"KCDC","08","26",4822,60,NULL,NULL,97,277,37.702700,-113.106000,37.701200,-113.090000
18959,"KCDH","18","36",6501,100,NULL,NULL,188,8,33.631600,-92.761700,33.614000,-92.765100
18960,"KCDI","04","22",4298,75,400,NULL,33,213,39.970100,-81.581800,39.980000,-81.573400
18961,"KCDN","06","24",5000,100,NULL,NULL,52,232,34.279200,-80.571400,34.287700,-80.558400
18962,"KCDN","14","32",2998,100,NULL,NULL,135,315,34.286700,-80.568300,34.280900,-80.561300
18963,"KCDR","02","20",6001,100,290,500,35,215,42.833000,-103.100000,42.846500,-103.087000
18964,"KCDR","11","29",4401,75,NULL,NULL,125,305,42.838100,-103.104000,42.831200,-103.091000
18965,"KCDS","04","22",4425,60,NULL,NULL,47,227,34.431900,-100.296000,34.440200,-100.286000
18966,"KCDS","13","31",4196,150,NULL,NULL,134,314,34.431900,-100.296000,34.423900,-100.286000
18967,"KCDS","17","35",5949,75,NULL,NULL,182,2,34.440300,-100.286000,34.423900,-100.286000
18968,"KCDW","04","22",4553,80,371,135,30,210,40.867800,-74.286300,40.878600,-74.278200
18969,"KCDW","10","28",3721,75,NULL,NULL,83,263,40.877100,-74.286900,40.878300,-74.273500
18970,"KCEA","17","35",3873,40,150,150,180,360,37.653900,-97.250600,37.643300,-97.250600
18971,"KCEC","11","29",5002,150,NULL,NULL,133,313,41.785000,-124.242000,41.775600,-124.228000
18972,"KCEC","17","35",5002,150,NULL,NULL,193,13,41.786700,-124.236000,41.773300,-124.240000
18973,"KCEF","05","23",11597,301,1201,NULL,34,214,42.177500,-72.548000,42.203800,-72.524000
18974,"KCEF","15","33",7082,150,NULL,NULL,134,314,42.206200,-72.542100,42.192700,-72.523500
18975,"KCEK","13","31",3370,150,NULL,NULL,134,314,40.622800,-96.930900,40.616400,-96.922100
18976,"KCEK","17","35",4202,75,NULL,NULL,180,0,40.623700,-96.924800,40.612100,-96.924900
18977,"KCEU","07","25",4399,100,NULL,NULL,68,248,34.669600,-82.893600,34.674200,-82.880000
18978,"KCEV","04","22",2833,100,593,100,36,216,39.693800,-85.135300,39.700100,-85.129300
18979,"KCEV","18","36",6500,100,NULL,NULL,179,359,39.707400,-85.130700,39.689600,-85.130500
18980,"KCEW","17","35",8005,150,NULL,NULL,171,351,30.789700,-86.524100,30.768000,-86.520100
18981,"KCEY","05","23",6200,100,NULL,NULL,50,230,36.659100,-88.380900,36.670100,-88.364700
18982,"KCEZ","03","21",7205,100,NULL,NULL,42,222,37.295600,-108.636000,37.310400,-108.620000
18983,"KCFD","15","33",4000,75,NULL,NULL,152,332,30.720500,-96.334400,30.710800,-96.328300
18984,"KCFD","17","35",1330,40,NULL,NULL,180,360,30.718400,-96.333900,30.714800,-96.333900
18985,"KCFE","17","35",2600,60,NULL,NULL,181,1,45.162600,-93.843200,45.155500,-93.843400
18986,"KCFJ","04","22",4500,75,NULL,200,43,223,39.971100,-86.925300,39.980200,-86.914400
18987,"KCFS","05","23",4300,75,NULL,NULL,52,232,43.454000,-83.453700,43.461300,-83.441000
18988,"KCFS","12","30",2300,110,NULL,500,120,300,43.462600,-83.445700,43.459400,-83.438200
18989,"KCFT","07","25",4970,75,NULL,NULL,82,262,32.951900,-109.218000,32.953900,-109.202000
18990,"KCFV","04","22",4000,75,NULL,NULL,44,224,37.088500,-95.572900,37.096200,-95.563700
18991,"KCFV","17","35",5872,100,NULL,NULL,180,360,37.103200,-95.574400,37.087100,-95.574300
18992,"KCGC","09","27",4555,75,NULL,NULL,91,271,28.867300,-82.578400,28.867200,-82.564200
18993,"KCGC","18","36",3020,100,517,840,180,360,28.872800,-82.579000,28.864400,-82.579000
18994,"KCGE","16","34",4476,75,NULL,NULL,144,324,38.544300,-76.035000,38.534400,-76.025800
18995,"KCGF","06","24",5102,100,NULL,NULL,50,230,41.560600,-81.493400,41.569700,-81.479300
18996,"KCGI","02","20",3996,100,NULL,NULL,21,201,37.220800,-89.572800,37.231000,-89.567900
18997,"KCGI","10","28",6499,150,NULL,NULL,106,286,37.227400,-89.581700,37.222500,-89.560300
18998,"KCGS","15","33",2607,60,416,201,138,318,38.983300,-76.925300,38.977900,-76.919200
18999,"KCGZ","05","23",5200,100,NULL,NULL,60,240,32.951300,-111.774000,32.958500,-111.759000
19000,"KCHA","02","20",7400,150,NULL,NULL,17,197,35.022700,-85.207500,35.042100,-85.200400
19001,"KCHA","15","33",5000,150,105,NULL,146,326,35.045200,-85.208300,35.033900,-85.198800
19002,"KCHD","04L","22R",4401,75,NULL,NULL,50,230,33.264100,-111.820000,33.271900,-111.809000
19003,"KCHD","04R","22L",4870,75,NULL,NULL,50,230,33.265700,-111.814000,33.274400,-111.802000
19004,"KCHK","02","20",2525,100,NULL,NULL,33,213,35.094000,-97.967900,35.099800,-97.963300
19005,"KCHK","17","35",5100,100,NULL,NULL,180,360,35.103400,-97.969200,35.089400,-97.969200
19006,"KCHK","18","36",2840,145,NULL,NULL,180,360,35.103400,-97.966900,35.095500,-97.966900
19007,"KCHN","18","36",4000,75,NULL,NULL,180,360,27.520400,-81.880500,27.509400,-81.880500
19008,"KCHO","03","21",6001,150,NULL,NULL,22,202,38.131000,-78.456800,38.146300,-78.448900
19009,"KCHQ","18","36",3196,60,NULL,NULL,180,0,36.846500,-89.359600,36.837800,-89.359700
19010,"KCHS","03","21",7004,150,NULL,NULL,24,204,32.884800,-80.045600,32.902300,-80.036200
19011,"KCHS","15","33",9001,200,NULL,NULL,147,327,32.913000,-80.048100,32.892200,-80.032300
19012,"KCHT","02","20",3614,110,200,400,26,206,39.777700,-93.499400,39.786100,-93.494100
19013,"KCHT","14","32",3900,74,NULL,NULL,143,323,39.786400,-93.499800,39.777900,-93.491500
19014,"KCHU","13","31",3499,77,NULL,NULL,135,315,43.599800,-91.508600,43.593000,-91.499300
19015,"KCIC","13L","31R",6724,150,NULL,NULL,147,327,39.803400,-121.864000,39.787800,-121.851000
19016,"KCIC","13R","31L",3005,60,NULL,NULL,148,328,39.798400,-121.863000,39.791400,-121.857000
19017,"KCID","09","27",8601,150,NULL,425,91,271,41.884700,-91.729200,41.884300,-91.697600
19018,"KCID","13","31",6200,150,NULL,NULL,136,316,41.891100,-91.715100,41.878900,-91.699300
19019,"KCII","05","23",3700,60,NULL,NULL,67,247,47.823300,-112.173000,47.827400,-112.159000
19020,"KCII","14","32",5000,75,NULL,NULL,160,340,47.837000,-112.174000,47.824100,-112.167000
19021,"KCIN","03","21",2620,125,NULL,NULL,35,215,42.043300,-94.792500,42.049200,-94.786900
19022,"KCIN","13","31",5500,100,505,NULL,137,317,42.051700,-94.795600,42.040700,-94.781700
19023,"KCIR","02","20",3201,60,NULL,NULL,21,201,37.059600,-89.219200,37.067800,-89.215200
19024,"KCIR","14","32",4003,100,NULL,NULL,141,321,37.068800,-89.226000,37.060200,-89.217100
19025,"KCIU","09","27",5000,75,NULL,NULL,90,270,46.255000,-84.484300,46.255000,-84.464600
19026,"KCIU","16","34",7201,200,NULL,NULL,150,330,46.256400,-84.478100,46.239300,-84.463900
19027,"KCJR","04","22",5000,100,NULL,NULL,28,208,38.519400,-77.863800,38.531500,-77.855500
19028,"KCKA","13","31",5500,150,NULL,NULL,140,320,36.753600,-98.125000,36.742000,-98.112900
19029,"KCKA","17","35",7946,150,491,NULL,182,2,36.754800,-98.122700,36.733000,-98.123600
19030,"KCKB","03","21",7000,150,NULL,NULL,23,203,39.287800,-80.232900,39.305500,-80.223300
19031,"KCKC","09","27",4199,75,NULL,NULL,95,275,47.838800,-90.391500,47.837900,-90.374400
19032,"KCKF","05","23",5006,100,NULL,NULL,50,230,31.986000,-83.780600,31.994900,-83.768300
19033,"KCKF","10","28",5001,150,NULL,NULL,97,277,31.988100,-83.781300,31.986300,-83.765400
19034,"KCKF","14","32",5040,150,NULL,NULL,135,315,31.994000,-83.778000,31.984200,-83.766500
19035,"KCKI","14","32",5000,75,NULL,NULL,132,312,33.721800,-79.863100,33.712600,-79.850900
19036,"KCKM","18","36",5404,100,NULL,NULL,183,3,34.307100,-90.511900,34.292300,-90.512700
19037,"KCKN","06","24",2089,202,NULL,NULL,71,251,47.843500,-96.623100,47.845400,-96.615100
19038,"KCKN","13","31",4300,75,NULL,NULL,133,313,47.844100,-96.628700,47.836100,-96.615900
19039,"KCKN","17","35",2978,202,NULL,NULL,181,1,47.845900,-96.622000,47.837700,-96.622300
19040,"KCKP","01","19",1980,100,NULL,NULL,11,191,42.730700,-95.557200,42.736100,-95.555800
19041,"KCKP","18","36",4000,75,200,NULL,183,3,42.736300,-95.555300,42.725400,-95.556000
19042,"KCKV","05","23",4004,100,402,503,52,232,36.619100,-87.420000,36.625800,-87.409300
19043,"KCKV","17","35",6000,100,NULL,NULL,166,346,36.629500,-87.417600,36.613500,-87.412700
19044,"KCKZ","08","26",4215,100,NULL,360,70,250,40.387200,-75.297600,40.391200,-75.283400
19045,"KCL","04","22",1810,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19046,"KCLE","06C","24C",7096,150,NULL,NULL,50,230,41.404600,-81.861500,41.417100,-81.841700
19047,"KCLE","06L","24R",9000,150,NULL,NULL,50,230,41.399900,-81.873500,41.415800,-81.848400
19048,"KCLE","06R","24L",8999,150,NULL,NULL,50,230,41.401100,-81.864500,41.417000,-81.839300
19049,"KCLE","10","28",6017,150,NULL,NULL,93,273,41.417100,-81.855400,41.416100,-81.833500
19050,"KCLI","04","22",3299,100,NULL,NULL,43,223,44.610900,-88.734000,44.617600,-88.725400
19051,"KCLI","09","27",2000,170,NULL,NULL,88,268,44.611300,-88.732600,44.611400,-88.724900
19052,"KCLI","14","32",4600,75,NULL,NULL,137,317,44.618000,-88.738300,44.608800,-88.726200
19053,"KCLK","13","31",1416,245,NULL,NULL,136,316,35.543100,-98.936200,35.540300,-98.932900
19054,"KCLK","17","35",4300,75,NULL,NULL,179,359,35.543000,-98.932200,35.531200,-98.932000
19055,"KCLL","04","22",5149,150,NULL,NULL,50,230,30.585300,-96.373100,30.594400,-96.360600
19056,"KCLL","10","28",5159,150,NULL,NULL,109,289,30.591500,-96.372800,30.586900,-96.357300
19057,"KCLL","16","34",7000,150,NULL,NULL,169,349,30.596600,-96.362900,30.577800,-96.358600
19058,"KCLM","08","26",6347,150,NULL,1344,105,285,48.121000,-123.512000,48.116700,-123.486000
19059,"KCLM","13","31",3245,50,NULL,NULL,148,328,48.126600,-123.505000,48.119100,-123.498000
19060,"KCLR","08","26",3423,50,120,229,91,271,33.131400,-115.527000,33.131300,-115.516000
19061,"KCLS","16","34",5000,150,NULL,NULL,178,358,46.683900,-122.983000,46.670200,-122.982000
19062,"KCLT","05","23",7502,150,NULL,NULL,49,229,35.209000,-80.949900,35.222600,-80.931100
19063,"KCLT","18C","36C",10000,150,NULL,NULL,176,356,35.227400,-80.953200,35.200000,-80.950800
19064,"KCLT","18L","36R",8676,150,NULL,NULL,176,356,35.224700,-80.936200,35.201000,-80.934100
19065,"KCLT","18R","36L",10000,150,NULL,NULL,176,356,35.227400,-80.953200,35.200000,-80.950800
19066,"KCLW","16","34",3300,75,300,650,155,335,27.980800,-82.760900,27.972600,-82.756500
19067,"KCMA","08","26",6013,150,NULL,NULL,91,271,34.213800,-119.104000,34.213700,-119.084000
19068,"KCMH","10L","28R",8000,150,NULL,NULL,94,274,40.003200,-82.907600,40.001600,-82.879200
19069,"KCMH","10R","28L",10125,150,NULL,NULL,94,274,39.995600,-82.908900,39.993500,-82.872900
19070,"KCMI","04","22",6500,150,NULL,NULL,40,220,40.031800,-88.285400,40.045300,-88.270100
19071,"KCMI","14L","32R",8100,150,NULL,NULL,136,316,40.047400,-88.285700,40.031500,-88.265500
19072,"KCMI","14R","32L",3817,75,NULL,NULL,60,240,NULL,NULL,NULL,NULL
19073,"KCMI","18","36",5299,150,NULL,NULL,179,359,40.047100,-88.282300,40.032500,-88.282100
19074,"KCMR","18","36",5992,100,NULL,NULL,192,12,35.310300,-112.192000,35.294200,-112.196000
19075,"KCMX","07","25",5196,100,NULL,NULL,67,247,47.164300,-88.498800,47.169900,-88.479500
19076,"KCMX","13","31",6501,150,NULL,NULL,131,311,47.175300,-88.498900,47.163700,-88.479100
19077,"KCMY","01","19",4295,50,1375,NULL,15,195,43.951100,-90.740200,43.962500,-90.735900
19078,"KCMY","11","29",4708,100,NULL,425,112,292,43.962000,-90.745100,43.957300,-90.729400
19079,"KCN","ALL","WAY",5000,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19080,"KCNB","12","30",4650,75,NULL,250,121,301,44.732800,-96.273600,44.726200,-96.258400
19081,"KCNC","10","28",4000,75,NULL,NULL,102,282,41.020800,-93.363500,41.018500,-93.349300
19082,"KCNC","17","35",2800,75,NULL,NULL,180,0,41.023400,-93.364400,41.015700,-93.364400
19083,"KCNH","05","23",2010,100,260,750,34,214,43.368900,-72.369900,43.373500,-72.365700
19084,"KCNH","11","29",3100,100,1055,NULL,93,273,43.370700,-72.374500,43.370200,-72.362900
19085,"KCNK","03","21",1665,260,NULL,NULL,38,218,39.546400,-97.652200,39.549900,-97.648700
19086,"KCNK","12","30",2205,300,NULL,NULL,132,312,39.552400,-97.655100,39.548200,-97.649200
19087,"KCNK","17","35",3600,60,NULL,NULL,180,360,39.554000,-97.653300,39.544100,-97.653200
19088,"KCNM","03","21",7854,150,NULL,NULL,44,224,32.322700,-104.274000,32.338100,-104.257000
19089,"KCNM","08","26",5333,75,NULL,NULL,90,270,32.342300,-104.271000,32.342300,-104.253000
19090,"KCNM","14L","32R",4615,150,NULL,616,156,336,32.351800,-104.260000,32.340200,-104.254000
19091,"KCNM","14R","32L",5839,100,NULL,NULL,154,334,32.342900,-104.271000,32.328500,-104.263000
19092,"KCNO","03","21",6023,150,NULL,NULL,44,224,33.968700,-117.643000,33.981000,-117.629000
19093,"KCNO","08L","26R",4858,150,NULL,NULL,89,269,33.975700,-117.646000,33.975800,-117.630000
19094,"KCNO","08R","26L",7000,150,NULL,NULL,89,269,33.973500,-117.647000,33.973700,-117.624000
19095,"KCNP","12","30",4000,55,NULL,130,130,310,41.081000,-102.470000,41.073900,-102.458000
19096,"KCNU","08","26",2200,135,NULL,NULL,90,270,37.668900,-95.487500,37.668900,-95.480000
19097,"KCNU","18","36",4255,75,NULL,270,187,7,37.673700,-95.485900,37.662100,-95.487600
19098,"KCNW","17L","35R",8600,150,NULL,NULL,178,358,31.651600,-97.073800,31.628000,-97.072600
19099,"KCNW","17R","35L",6292,150,NULL,NULL,178,358,31.643800,-97.075800,31.626500,-97.075000
19100,"KCNY","03","21",7100,75,NULL,NULL,40,220,38.747500,-109.763000,38.762400,-109.747000
19101,"KCOD","04","22",8268,100,690,400,52,232,44.513300,-109.036000,44.527100,-109.011000
19102,"KCOE","01","19",5400,75,NULL,NULL,32,212,47.766600,-116.821000,47.779100,-116.809000
19103,"KCOE","05","23",7400,100,NULL,NULL,70,250,47.771900,-116.837000,47.778800,-116.809000
19104,"KCOF","02","20",9023,200,NULL,NULL,20,200,28.221100,-80.615000,28.244500,-80.605500
19105,"KCOF","11","29",4000,200,NULL,300,106,286,28.241400,-80.615300,28.238300,-80.603400
19106,"KCOI","11","29",3601,75,NULL,NULL,109,289,28.343200,-80.690800,28.340000,-80.680200
19107,"KCOM","15","33",4503,75,NULL,NULL,155,335,31.846800,-99.406700,31.835500,-99.400600
